Time Step,Time Stamp,Electric Load (kW),PV power (kW),Grid Serving Load (kW),PV Serving Load (kW),Wind Serving Load (kW),Battery Discharging (kW),PV Charging Battery (kW),Wind Charging Battery (kW),Grid Charging Battery (kW),PV Exporting to Grid (kW),Wind Exporting to Grid (kW),Battery to Grid (kW),Battery State of Charge (%),Diesel Generator Serving Load (kW)
7696,2017-11-17 15:00:00,26.2,11.7,12.4,11.7,,2,0,,0,0,,,1,
7697,2017-11-17 16:00:00,26.8,2.3,8.8,2.3,,15.7,0,,0,0,,,0.8,
7698,2017-11-17 17:00:00,30,0,14.2,0,,15.7,0,,0,0,,,0.7,
7699,2017-11-17 18:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.5,
7700,2017-11-17 19:00:00,15.4,0,0,0,,15.4,0,,0,0,,,0.4,
7701,2017-11-17 20:00:00,15.4,0,0,0,,15.4,0,,0,0,,,0.2,
7702,2017-11-17 21:00:00,10.3,0,10.3,0,,0,0,,0,0,,,0.2,
7703,2017-11-17 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
7704,2017-11-17 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
7705,2017-11-18 00:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
7706,2017-11-18 01:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
7707,2017-11-18 02:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
7708,2017-11-18 03:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
7709,2017-11-18 04:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
7710,2017-11-18 05:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
7711,2017-11-18 06:00:00,4.1,0,4.1,0,,0,0,,0,0,,,0.2,
7712,2017-11-18 07:00:00,1.6,3.7,0,1.6,,0,2.1,,0,0,,,0.2,
7713,2017-11-18 08:00:00,6.5,16.6,0,6.5,,0,10.1,,0,0,,,0.3,
7714,2017-11-18 09:00:00,6.5,28.8,0,6.5,,0,15.7,,0,6.6,,,0.5,
7715,2017-11-18 10:00:00,14.1,30,0,14.1,,0,15.7,,0,0.2,,,0.6,
7716,2017-11-18 11:00:00,14.1,32.3,0,14.1,,0,15.7,,0,2.5,,,0.7,
7717,2017-11-18 12:00:00,19.1,31.6,0,19.1,,0,12.5,,0,0,,,0.8,
7718,2017-11-18 13:00:00,19.1,29.3,0,19.1,,0,10.2,,0,0,,,0.9,
7719,2017-11-18 14:00:00,19.1,11.3,7.8,11.3,,0,0,,0,0,,,0.9,
7720,2017-11-18 15:00:00,19.1,7.1,12,7.1,,0,0,,0,0,,,0.9,
7721,2017-11-18 16:00:00,19.7,1.5,18.2,1.5,,0,0,,0,0,,,0.9,
7722,2017-11-18 17:00:00,17.9,0,17.9,0,,0,0,,0,0,,,0.9,
7723,2017-11-18 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,0.9,
7724,2017-11-18 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.9,
7725,2017-11-18 20:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.9,
7726,2017-11-18 21:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.9,
7727,2017-11-18 22:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.9,
7728,2017-11-18 23:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.9,
7729,2017-11-19 00:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.9,
7730,2017-11-19 01:00:00,6,0,6,0,,0,0,,0,0,,,0.9,
7731,2017-11-19 02:00:00,6,0,6,0,,0,0,,0,0,,,0.9,
7732,2017-11-19 03:00:00,6.1,0,6.1,0,,0,0,,0,0,,,0.9,
7733,2017-11-19 04:00:00,6.1,0,6.1,0,,0,0,,0,0,,,0.9,
7734,2017-11-19 05:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.9,
7735,2017-11-19 06:00:00,7.7,0,7.7,0,,0,0,,0,0,,,0.9,
7736,2017-11-19 07:00:00,9,0.3,8.8,0.3,,0,0,,0,0,,,0.9,
7737,2017-11-19 08:00:00,16.6,3.9,12.7,3.9,,0,0,,0,0,,,0.9,
7738,2017-11-19 09:00:00,26.2,11,15.1,11,,0,0,,0,0,,,0.9,
7739,2017-11-19 10:00:00,26.2,17.9,8.3,17.9,,0,0,,0,0,,,0.9,
7740,2017-11-19 11:00:00,26.2,22.6,3.6,22.6,,0,0,,0,0,,,0.9,
7741,2017-11-19 12:00:00,26.2,13.3,12.9,13.3,,0,0,,0,0,,,0.9,
7742,2017-11-19 13:00:00,26.2,11.5,14.6,11.5,,0,0,,0,0,,,0.9,
7743,2017-11-19 14:00:00,26.2,7.2,18.9,7.2,,0,0,,0,0,,,0.9,
7744,2017-11-19 15:00:00,26.2,3.1,23.1,3.1,,0,0,,0,0,,,0.9,
7745,2017-11-19 16:00:00,26.8,0,26.8,0,,0,0,,0,0,,,0.9,
7746,2017-11-19 17:00:00,30,0,30,0,,0,0,,0,0,,,0.9,
7747,2017-11-19 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,0.9,
7748,2017-11-19 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,0.9,
7749,2017-11-19 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,0.9,
7750,2017-11-19 21:00:00,9.4,0,9.4,0,,0,0,,0,0,,,0.9,
7751,2017-11-19 22:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.9,
7752,2017-11-19 23:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.9,
7753,2017-11-20 00:00:00,5.9,0,1.6,0,,4.3,0,,0,0,,,0.9,
7754,2017-11-20 01:00:00,6.1,0,0,0,,6.1,0,,0,0,,,0.8,
7755,2017-11-20 02:00:00,6,0,0,0,,6,0,,0,0,,,0.8,
7756,2017-11-20 03:00:00,6.2,0,0,0,,6.2,0,,0,0,,,0.7,
7757,2017-11-20 04:00:00,6.1,0,0,0,,6.1,0,,0,0,,,0.6,
7758,2017-11-20 05:00:00,6.3,0,0,0,,6.3,0,,0,0,,,0.6,
7759,2017-11-20 06:00:00,7.7,0,0,0,,7.7,0,,0,0,,,0.5,
7760,2017-11-20 07:00:00,9,3.8,0,3.8,,5.2,0,,0,0,,,0.5,
7761,2017-11-20 08:00:00,16.6,17.5,0,16.6,,0,0.9,,0,0,,,0.5,
7762,2017-11-20 09:00:00,26.2,30.2,0,26.2,,0,4,,0,0,,,0.5,
7763,2017-11-20 10:00:00,26.2,38.6,0,26.2,,0,12.4,,0,0,,,0.6,
7764,2017-11-20 11:00:00,26.2,42.6,0,26.2,,0,15.7,,0,0.7,,,0.8,
7765,2017-11-20 12:00:00,26.2,42.1,0,26.2,,0,15.7,,0,0.2,,,0.9,
7766,2017-11-20 13:00:00,26.2,37.8,0,26.2,,0,11.6,,0,0,,,1,
7767,2017-11-20 14:00:00,26.2,19.3,6.8,19.3,,0,0,,0,0,,,1,
7768,2017-11-20 15:00:00,26.2,3.3,22.8,3.3,,0,0,,0,0,,,1,
7769,2017-11-20 16:00:00,26.8,0.2,26.6,0.2,,0,0,,0,0,,,1,
7770,2017-11-20 17:00:00,30,0,30,0,,0,0,,0,0,,,1,
7771,2017-11-20 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7772,2017-11-20 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7773,2017-11-20 20:00:00,20.4,0,15.3,0,,5.1,0,,0,0,,,0.9,
7774,2017-11-20 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.9,
7775,2017-11-20 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.9,
7776,2017-11-20 23:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.9,
7777,2017-11-21 00:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.9,
7778,2017-11-21 01:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.9,
7779,2017-11-21 02:00:00,6,0,6,0,,0,0,,0,0,,,0.9,
7780,2017-11-21 03:00:00,6.1,0,6.1,0,,0,0,,0,0,,,0.9,
7781,2017-11-21 04:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.9,
7782,2017-11-21 05:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.9,
7783,2017-11-21 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,0.9,
7784,2017-11-21 07:00:00,9,1.7,7.3,1.7,,0,0,,0,0,,,0.9,
7785,2017-11-21 08:00:00,16.6,9.7,0,9.7,,6.9,0,,0,0,,,0.9,
7786,2017-11-21 09:00:00,26.2,28.4,0,26.2,,0,2.2,,0,0,,,0.9,
7787,2017-11-21 10:00:00,26.2,37.4,0,26.2,,0,11.2,,0,0,,,1,
7788,2017-11-21 11:00:00,26.2,18.1,6.3,18.1,,1.7,0,,0,0,,,1,
7789,2017-11-21 12:00:00,26.2,28,0,26.2,,0,1.8,,0,0,,,1,
7790,2017-11-21 13:00:00,26.2,26.4,0,26.2,,0,0.2,,0,0,,,1,
7791,2017-11-21 14:00:00,26.2,22.1,4,22.1,,0,0,,0,0,,,1,
7792,2017-11-21 15:00:00,26.2,12.9,12,12.9,,1.3,0,,0,0,,,1,
7793,2017-11-21 16:00:00,26.8,2.5,8.6,2.5,,15.7,0,,0,0,,,0.8,
7794,2017-11-21 17:00:00,30,0,14.2,0,,15.7,0,,0,0,,,0.7,
7795,2017-11-21 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.5,
7796,2017-11-21 19:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.4,
7797,2017-11-21 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.2,
7798,2017-11-21 21:00:00,9.4,0,9.4,0,,0,0,,0,0,,,0.2,
7799,2017-11-21 22:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.2,
7800,2017-11-21 23:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.2,
7801,2017-11-22 00:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.2,
7802,2017-11-22 01:00:00,6.1,0,6.1,0,,0,0,,0,0,,,0.2,
7803,2017-11-22 02:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.2,
7804,2017-11-22 03:00:00,6.3,0,6.3,0,,0,0,,0,0,,,0.2,
7805,2017-11-22 04:00:00,6.3,0,6.3,0,,0,0,,0,0,,,0.2,
7806,2017-11-22 05:00:00,6.4,0,6.4,0,,0,0,,0,0,,,0.2,
7807,2017-11-22 06:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.2,
7808,2017-11-22 07:00:00,2.5,3.2,0,2.5,,0,0.7,,0,0,,,0.2,
7809,2017-11-22 08:00:00,6.5,16.6,0,6.5,,0,10.1,,0,0,,,0.3,
7810,2017-11-22 09:00:00,6.5,29.4,0,6.5,,0,15.7,,0,7.2,,,0.4,
7811,2017-11-22 10:00:00,14.1,37.8,0,14.1,,0,15.7,,0,8,,,0.6,
7812,2017-11-22 11:00:00,14.1,42,0,14.1,,0,15.7,,0,12.2,,,0.7,
7813,2017-11-22 12:00:00,19.1,41.7,0,19.1,,0,15.7,,0,6.9,,,0.9,
7814,2017-11-22 13:00:00,19.1,37.3,0,19.1,,0,15.3,,0,2.9,,,1,
7815,2017-11-22 14:00:00,19.1,29.1,0,11.7,,7.4,8.3,,0,9.1,,,1,
7816,2017-11-22 15:00:00,19.1,16.7,2.5,16.7,,0,0,,0,0,,,1,
7817,2017-11-22 16:00:00,19.7,3.7,6.8,3.7,,9.3,0,,0,0,,,0.9,
7818,2017-11-22 17:00:00,17.9,0,2.2,0,,15.7,0,,0,0,,,0.7,
7819,2017-11-22 18:00:00,12.8,0,0,0,,12.8,0,,0,0,,,0.6,
7820,2017-11-22 19:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.6,
7821,2017-11-22 20:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,
7822,2017-11-22 21:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.5,
7823,2017-11-22 22:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.5,
7824,2017-11-22 23:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.5,
7825,2017-11-23 00:00:00,6,0,6,0,,0,0,,0,0,,,0.5,
7826,2017-11-23 01:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.5,
7827,2017-11-23 02:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.5,
7828,2017-11-23 03:00:00,6.3,0,6.3,0,,0,0,,0,0,,,0.5,
7829,2017-11-23 04:00:00,6.3,0,6.3,0,,0,0,,0,0,,,0.5,
7830,2017-11-23 05:00:00,6.4,0,6.4,0,,0,0,,0,0,,,0.5,
7831,2017-11-23 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,0.5,
7832,2017-11-23 07:00:00,9,3,6,3,,0,0,,0,0,,,0.5,
7833,2017-11-23 08:00:00,16.6,16,0,16,,0.6,0,,0,0,,,0.5,
7834,2017-11-23 09:00:00,26.2,28.6,0,26.2,,0,2.4,,0,0,,,0.5,
7835,2017-11-23 10:00:00,26.2,36.8,0,26.2,,0,10.6,,0,0,,,0.6,
7836,2017-11-23 11:00:00,26.2,40.8,0,26.2,,0,14.6,,0,0,,,0.8,
7837,2017-11-23 12:00:00,26.2,40.6,0,26.2,,0,14.4,,0,0,,,0.9,
7838,2017-11-23 13:00:00,26.2,36.6,0,26.2,,0,10.4,,0,0,,,1,
7839,2017-11-23 14:00:00,26.2,28.5,0,26.2,,0,2.3,,0,0,,,1,
7840,2017-11-23 15:00:00,26.2,16.3,9.9,16.3,,0,0,,0,0,,,1,
7841,2017-11-23 16:00:00,26.8,3.6,23.2,3.6,,0,0,,0,0,,,1,
7842,2017-11-23 17:00:00,30,0,30,0,,0,0,,0,0,,,1,
7843,2017-11-23 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7844,2017-11-23 19:00:00,22.9,0,11.5,0,,11.4,0,,0,0,,,0.9,
7845,2017-11-23 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.7,
7846,2017-11-23 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.7,
7847,2017-11-23 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.7,
7848,2017-11-23 23:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.7,
7849,2017-11-24 00:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.7,
7850,2017-11-24 01:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.7,
7851,2017-11-24 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.7,
7852,2017-11-24 03:00:00,6,0,6,0,,0,0,,0,0,,,0.7,
7853,2017-11-24 04:00:00,6,0,6,0,,0,0,,0,0,,,0.7,
7854,2017-11-24 05:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.7,
7855,2017-11-24 06:00:00,8.2,0,8.2,0,,0,0,,0,0,,,0.7,
7856,2017-11-24 07:00:00,6.5,1.2,5.3,1.2,,0,0,,0,0,,,0.7,
7857,2017-11-24 08:00:00,11.6,15.2,0,11.6,,0,3.6,,0,0,,,0.8,
7858,2017-11-24 09:00:00,19.1,27.8,0,19.1,,0,8.7,,0,0,,,0.8,
7859,2017-11-24 10:00:00,26.2,36.6,0,26.2,,0,10.4,,0,0,,,0.9,
7860,2017-11-24 11:00:00,26.2,28.3,0,26.2,,0,2.1,,0,0,,,1,
7861,2017-11-24 12:00:00,26.2,29.8,0,26.2,,0,3.6,,0,0,,,1,
7862,2017-11-24 13:00:00,26.2,28.1,0,26.2,,0,1.9,,0,0,,,1,
7863,2017-11-24 14:00:00,26.2,20.9,5.2,20.9,,0,0,,0,0,,,1,
7864,2017-11-24 15:00:00,26.2,10.6,15.6,10.6,,0,0,,0,0,,,1,
7865,2017-11-24 16:00:00,26.8,3.5,23.3,3.5,,0,0,,0,0,,,1,
7866,2017-11-24 17:00:00,30,0,30,0,,0,0,,0,0,,,1,
7867,2017-11-24 18:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
7868,2017-11-24 19:00:00,15.4,0,15.4,0,,0,0,,0,0,,,1,
7869,2017-11-24 20:00:00,15.4,0,0.4,0,,14.9,0,,0,0,,,0.9,
7870,2017-11-24 21:00:00,10.3,0,10.3,0,,0,0,,0,0,,,0.9,
7871,2017-11-24 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.9,
7872,2017-11-24 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.9,
7873,2017-11-25 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.9,
7874,2017-11-25 01:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.9,
7875,2017-11-25 02:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.9,
7876,2017-11-25 03:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.9,
7877,2017-11-25 04:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.9,
7878,2017-11-25 05:00:00,6,0,6,0,,0,0,,0,0,,,0.9,
7879,2017-11-25 06:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.9,
7880,2017-11-25 07:00:00,2.3,1,1.3,1,,0,0,,0,0,,,0.9,
7881,2017-11-25 08:00:00,6.5,14.2,0,6.5,,0,7.7,,0,0,,,0.9,
7882,2017-11-25 09:00:00,6.5,5.7,0.8,5.7,,0,0,,0,0,,,0.9,
7883,2017-11-25 10:00:00,14.1,5.5,8.5,5.5,,0,0,,0,0,,,0.9,
7884,2017-11-25 11:00:00,14.1,10.5,3.6,10.5,,0,0,,0,0,,,0.9,
7885,2017-11-25 12:00:00,19.1,9.5,9.6,9.5,,0,0,,0,0,,,0.9,
7886,2017-11-25 13:00:00,19.1,14.7,4.4,14.7,,0,0,,0,0,,,0.9,
7887,2017-11-25 14:00:00,19.1,8,11.1,8,,0,0,,0,0,,,0.9,
7888,2017-11-25 15:00:00,19.1,4.6,14.5,4.6,,0,0,,0,0,,,0.9,
7889,2017-11-25 16:00:00,19.7,0.3,19.4,0.3,,0,0,,0,0,,,0.9,
7890,2017-11-25 17:00:00,17.9,0,17.9,0,,0,0,,0,0,,,0.9,
7891,2017-11-25 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,0.9,
7892,2017-11-25 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.9,
7893,2017-11-25 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.9,
7894,2017-11-25 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.9,
7895,2017-11-25 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.9,
7896,2017-11-25 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.9,
7897,2017-11-26 00:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.9,
7898,2017-11-26 01:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.9,
7899,2017-11-26 02:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.9,
7900,2017-11-26 03:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.9,
7901,2017-11-26 04:00:00,6,0,6,0,,0,0,,0,0,,,0.9,
7902,2017-11-26 05:00:00,6,0,6,0,,0,0,,0,0,,,0.9,
7903,2017-11-26 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,0.9,
7904,2017-11-26 07:00:00,9,0.8,8.2,0.8,,0,0,,0,0,,,0.9,
7905,2017-11-26 08:00:00,16.6,13.7,2.9,13.7,,0,0,,0,0,,,0.9,
7906,2017-11-26 09:00:00,26.2,26.3,0,26.2,,0,0.1,,0,0,,,0.9,
7907,2017-11-26 10:00:00,26.2,35,0,26.2,,0,8.8,,0,0,,,1,
7908,2017-11-26 11:00:00,26.2,24.4,1.8,24.4,,0,0,,0,0,,,1,
7909,2017-11-26 12:00:00,26.2,16.2,9.9,16.2,,0,0,,0,0,,,1,
7910,2017-11-26 13:00:00,26.2,23.2,3,23.2,,0,0,,0,0,,,1,
7911,2017-11-26 14:00:00,26.2,20.4,5.8,20.4,,0,0,,0,0,,,1,
7912,2017-11-26 15:00:00,26.2,8.4,17.7,8.4,,0,0,,0,0,,,1,
7913,2017-11-26 16:00:00,26.8,3.3,23.5,3.3,,0,0,,0,0,,,1,
7914,2017-11-26 17:00:00,30,0,30,0,,0,0,,0,0,,,1,
7915,2017-11-26 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7916,2017-11-26 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7917,2017-11-26 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
7918,2017-11-26 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
7919,2017-11-26 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
7920,2017-11-26 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
7921,2017-11-27 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
7922,2017-11-27 01:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7923,2017-11-27 02:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7924,2017-11-27 03:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7925,2017-11-27 04:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7926,2017-11-27 05:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7927,2017-11-27 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,1,
7928,2017-11-27 07:00:00,9,0.9,8.1,0.9,,0,0,,0,0,,,1,
7929,2017-11-27 08:00:00,16.6,8.2,8.4,8.2,,0,0,,0,0,,,1,
7930,2017-11-27 09:00:00,26.2,22.9,3.3,22.9,,0,0,,0,0,,,1,
7931,2017-11-27 10:00:00,26.2,20.3,5.9,20.3,,0,0,,0,0,,,1,
7932,2017-11-27 11:00:00,26.2,15.6,10.5,15.6,,0,0,,0,0,,,1,
7933,2017-11-27 12:00:00,26.2,8.3,17.9,8.3,,0,0,,0,0,,,1,
7934,2017-11-27 13:00:00,26.2,20.1,6.1,20.1,,0,0,,0,0,,,1,
7935,2017-11-27 14:00:00,26.2,17.3,8.8,17.3,,0,0,,0,0,,,1,
7936,2017-11-27 15:00:00,26.2,4.4,21.8,4.4,,0,0,,0,0,,,1,
7937,2017-11-27 16:00:00,26.8,0.3,26.5,0.3,,0,0,,0,0,,,1,
7938,2017-11-27 17:00:00,30,0,30,0,,0,0,,0,0,,,1,
7939,2017-11-27 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7940,2017-11-27 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7941,2017-11-27 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
7942,2017-11-27 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
7943,2017-11-27 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
7944,2017-11-27 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7945,2017-11-28 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7946,2017-11-28 01:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
7947,2017-11-28 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
7948,2017-11-28 03:00:00,6,0,6,0,,0,0,,0,0,,,1,
7949,2017-11-28 04:00:00,6,0,6,0,,0,0,,0,0,,,1,
7950,2017-11-28 05:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
7951,2017-11-28 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,1,
7952,2017-11-28 07:00:00,9,0,9,0,,0,0,,0,0,,,1,
7953,2017-11-28 08:00:00,16.6,0.3,16.3,0.3,,0,0,,0,0,,,1,
7954,2017-11-28 09:00:00,26.2,5.1,21.1,5.1,,0,0,,0,0,,,1,
7955,2017-11-28 10:00:00,26.2,3.7,22.4,3.7,,0,0,,0,0,,,1,
7956,2017-11-28 11:00:00,26.2,12.6,13.6,12.6,,0,0,,0,0,,,1,
7957,2017-11-28 12:00:00,26.2,6.7,19.5,6.7,,0,0,,0,0,,,1,
7958,2017-11-28 13:00:00,26.2,6.2,19.9,6.2,,0,0,,0,0,,,1,
7959,2017-11-28 14:00:00,26.2,3.1,23.1,3.1,,0,0,,0,0,,,1,
7960,2017-11-28 15:00:00,26.2,7.3,18.9,7.3,,0,0,,0,0,,,1,
7961,2017-11-28 16:00:00,26.8,0.6,26.1,0.6,,0,0,,0,0,,,1,
7962,2017-11-28 17:00:00,30,0,30,0,,0,0,,0,0,,,1,
7963,2017-11-28 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7964,2017-11-28 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7965,2017-11-28 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
7966,2017-11-28 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
7967,2017-11-28 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
7968,2017-11-28 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
7969,2017-11-29 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7970,2017-11-29 01:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7971,2017-11-29 02:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
7972,2017-11-29 03:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
7973,2017-11-29 04:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
7974,2017-11-29 05:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
7975,2017-11-29 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,1,
7976,2017-11-29 07:00:00,9,0,9,0,,0,0,,0,0,,,1,
7977,2017-11-29 08:00:00,16.6,0.5,16.1,0.5,,0,0,,0,0,,,1,
7978,2017-11-29 09:00:00,26.2,3.3,22.9,3.3,,0,0,,0,0,,,1,
7979,2017-11-29 10:00:00,26.2,5.8,20.3,5.8,,0,0,,0,0,,,1,
7980,2017-11-29 11:00:00,26.2,3.6,22.6,3.6,,0,0,,0,0,,,1,
7981,2017-11-29 12:00:00,26.2,3.8,22.4,3.8,,0,0,,0,0,,,1,
7982,2017-11-29 13:00:00,26.2,3.1,23,3.1,,0,0,,0,0,,,1,
7983,2017-11-29 14:00:00,26.2,4.6,21.6,4.6,,0,0,,0,0,,,1,
7984,2017-11-29 15:00:00,26.2,1.9,24.3,1.9,,0,0,,0,0,,,1,
7985,2017-11-29 16:00:00,26.8,0,26.8,0,,0,0,,0,0,,,1,
7986,2017-11-29 17:00:00,30,0,30,0,,0,0,,0,0,,,1,
7987,2017-11-29 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7988,2017-11-29 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
7989,2017-11-29 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
7990,2017-11-29 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
7991,2017-11-29 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
7992,2017-11-29 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
7993,2017-11-30 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7994,2017-11-30 01:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
7995,2017-11-30 02:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
7996,2017-11-30 03:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
7997,2017-11-30 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
7998,2017-11-30 05:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
7999,2017-11-30 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,1,
