Time Step,Time Stamp,Electric Load (kW),PV power (kW),Grid Serving Load (kW),PV Serving Load (kW),Wind Serving Load (kW),Battery Discharging (kW),PV Charging Battery (kW),Wind Charging Battery (kW),Grid Charging Battery (kW),PV Exporting to Grid (kW),Wind Exporting to Grid (kW),Battery to Grid (kW),Battery State of Charge (%),Diesel Generator Serving Load (kW)
1192,2017-02-19 15:00:00,19.1,24.8,0,19.1,,0,0,,0,5.7,,,1,
1193,2017-02-19 16:00:00,19.1,12.7,6.4,12.7,,0,0,,0,0,,,1,
1194,2017-02-19 17:00:00,15.3,0,15.3,0,,0,0,,0,0,,,1,
1195,2017-02-19 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,1,
1196,2017-02-19 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1197,2017-02-19 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1198,2017-02-19 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1199,2017-02-19 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1200,2017-02-19 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1201,2017-02-20 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1202,2017-02-20 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1203,2017-02-20 02:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1204,2017-02-20 03:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1205,2017-02-20 04:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1206,2017-02-20 05:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
1207,2017-02-20 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,1,
1208,2017-02-20 07:00:00,9,0.2,8.8,0.2,,0,0,,0,0,,,1,
1209,2017-02-20 08:00:00,16.6,6.8,9.8,6.8,,0,0,,0,0,,,1,
1210,2017-02-20 09:00:00,26.2,2,24.2,2,,0,0,,0,0,,,1,
1211,2017-02-20 10:00:00,26.2,10.7,15.5,10.7,,0,0,,0,0,,,1,
1212,2017-02-20 11:00:00,26.2,14.1,12.1,14.1,,0,0,,0,0,,,1,
1213,2017-02-20 12:00:00,26.2,18.3,7.8,18.3,,0,0,,0,0,,,1,
1214,2017-02-20 13:00:00,26.2,20,6.1,20,,0,0,,0,0,,,1,
1215,2017-02-20 14:00:00,26.2,5.6,20.6,5.6,,0,0,,0,0,,,1,
1216,2017-02-20 15:00:00,26.2,6.7,19.4,6.7,,0,0,,0,0,,,1,
1217,2017-02-20 16:00:00,26.2,0.6,25.6,0.6,,0,0,,0,0,,,1,
1218,2017-02-20 17:00:00,27.4,0,27.4,0,,0,0,,0,0,,,1,
1219,2017-02-20 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1220,2017-02-20 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1221,2017-02-20 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
1222,2017-02-20 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
1223,2017-02-20 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1224,2017-02-20 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1225,2017-02-21 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1226,2017-02-21 01:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1227,2017-02-21 02:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
1228,2017-02-21 03:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1229,2017-02-21 04:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1230,2017-02-21 05:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
1231,2017-02-21 06:00:00,8.3,0,8.3,0,,0,0,,0,0,,,1,
1232,2017-02-21 07:00:00,9,1.4,7.7,1.4,,0,0,,0,0,,,1,
1233,2017-02-21 08:00:00,16.6,6.4,9.2,6.4,,1,0,,0,0,,,1,
1234,2017-02-21 09:00:00,26.2,19.7,0,19.7,,6.4,0,,0,0,,,0.9,
1235,2017-02-21 10:00:00,26.2,29.9,0,26.2,,0,3.7,,0,0,,,1,
1236,2017-02-21 11:00:00,26.2,26.7,0,26.2,,0,0.5,,0,0,,,1,
1237,2017-02-21 12:00:00,26.2,30.3,0,26.2,,0,4.1,,0,0,,,1,
1238,2017-02-21 13:00:00,26.2,21,5.2,21,,0,0,,0,0,,,1,
1239,2017-02-21 14:00:00,26.2,15.5,10.7,15.5,,0,0,,0,0,,,1,
1240,2017-02-21 15:00:00,26.2,15.4,10.8,15.4,,0,0,,0,0,,,1,
1241,2017-02-21 16:00:00,26.2,14.6,11.5,14.6,,0,0,,0,0,,,1,
1242,2017-02-21 17:00:00,27.4,0.7,26.7,0.7,,0,0,,0,0,,,1,
1243,2017-02-21 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1244,2017-02-21 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1245,2017-02-21 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
1246,2017-02-21 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
1247,2017-02-21 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1248,2017-02-21 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1249,2017-02-22 00:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
1250,2017-02-22 01:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1251,2017-02-22 02:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
1252,2017-02-22 03:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1253,2017-02-22 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1254,2017-02-22 05:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1255,2017-02-22 06:00:00,7.7,0,7.7,0,,0,0,,0,0,,,1,
1256,2017-02-22 07:00:00,9,3,6,3,,0,0,,0,0,,,1,
1257,2017-02-22 08:00:00,16.6,3.6,12.6,3.6,,0.4,0,,0,0,,,1,
1258,2017-02-22 09:00:00,26.2,26.7,0,26.2,,0,0.5,,0,0,,,1,
1259,2017-02-22 10:00:00,26.2,21.2,5,21.2,,0,0,,0,0,,,1,
1260,2017-02-22 11:00:00,26.2,11.7,14.4,11.7,,0,0,,0,0,,,1,
1261,2017-02-22 12:00:00,26.2,11.3,14.9,11.3,,0,0,,0,0,,,1,
1262,2017-02-22 13:00:00,26.2,3.9,22.3,3.9,,0,0,,0,0,,,1,
1263,2017-02-22 14:00:00,26.2,6.6,19.6,6.6,,0,0,,0,0,,,1,
1264,2017-02-22 15:00:00,26.2,5.2,20.9,5.2,,0,0,,0,0,,,1,
1265,2017-02-22 16:00:00,26.2,1.8,14.9,1.8,,9.5,0,,0,0,,,0.9,
1266,2017-02-22 17:00:00,26.8,0.4,10.7,0.4,,15.7,0,,0,0,,,0.7,
1267,2017-02-22 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.6,
1268,2017-02-22 19:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.4,
1269,2017-02-22 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.3,
1270,2017-02-22 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.3,
1271,2017-02-22 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.3,
1272,2017-02-22 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.3,
1273,2017-02-23 00:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.3,
1274,2017-02-23 01:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.3,
1275,2017-02-23 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.3,
1276,2017-02-23 03:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.3,
1277,2017-02-23 04:00:00,6,0,6,0,,0,0,,0,0,,,0.3,
1278,2017-02-23 05:00:00,6,0,6,0,,0,0,,0,0,,,0.3,
1279,2017-02-23 06:00:00,7.7,0,7.7,0,,0,0,,0,0,,,0.3,
1280,2017-02-23 07:00:00,9,4.5,4.5,4.5,,0,0,,0,0,,,0.3,
1281,2017-02-23 08:00:00,16.6,9.1,0,9.1,,7.5,0,,0,0,,,0.2,
1282,2017-02-23 09:00:00,26.2,34.1,0,26.2,,0,7.9,,0,0,,,0.3,
1283,2017-02-23 10:00:00,26.2,43.7,0,26.2,,0,15.7,,0,1.8,,,0.4,
1284,2017-02-23 11:00:00,26.2,49.4,0,26.2,,0,15.7,,0,7.5,,,0.6,
1285,2017-02-23 12:00:00,26.2,50.9,0,26.2,,0,15.7,,0,9,,,0.7,
1286,2017-02-23 13:00:00,26.2,48.5,0,26.2,,0,15.7,,0,6.6,,,0.8,
1287,2017-02-23 14:00:00,26.2,42.4,0,26.2,,0,15.7,,0,0.5,,,1,
1288,2017-02-23 15:00:00,26.2,32.3,0,26.2,,0,2.4,,0,3.7,,,1,
1289,2017-02-23 16:00:00,26.2,18.3,0,18.3,,7.8,0,,0,0,,,0.9,
1290,2017-02-23 17:00:00,26.8,4.1,7,4.1,,15.7,0,,0,0,,,0.8,
1291,2017-02-23 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.6,
1292,2017-02-23 19:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.4,
1293,2017-02-23 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.3,
1294,2017-02-23 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.3,
1295,2017-02-23 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.3,
1296,2017-02-23 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.3,
1297,2017-02-24 00:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.3,
1298,2017-02-24 01:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.3,
1299,2017-02-24 02:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.3,
1300,2017-02-24 03:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.3,
1301,2017-02-24 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.3,
1302,2017-02-24 05:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.3,
1303,2017-02-24 06:00:00,7.5,0,0.4,0,,7.2,0,,0,0,,,0.2,
1304,2017-02-24 07:00:00,6.5,4.5,0,4.5,,2,0,,0,0,,,0.2,
1305,2017-02-24 08:00:00,11.6,19.6,0,11.6,,0,8,,0,0,,,0.3,
1306,2017-02-24 09:00:00,19.1,33.7,0,19.1,,0,14.6,,0,0,,,0.4,
1307,2017-02-24 10:00:00,26.2,43.8,0,26.2,,0,15.7,,0,1.9,,,0.5,
1308,2017-02-24 11:00:00,26.2,49.4,0,26.2,,0,15.7,,0,7.5,,,0.7,
1309,2017-02-24 12:00:00,26.2,51.3,0,26.2,,0,15.7,,0,9.4,,,0.8,
1310,2017-02-24 13:00:00,26.2,49.1,0,26.2,,0,15.7,,0,7.2,,,1,
1311,2017-02-24 14:00:00,26.2,42.6,0,26.2,,0,3.4,,0,13,,,1,
1312,2017-02-24 15:00:00,26.2,32.1,0,18.7,,7.4,8.3,,0,5.1,,,1,
1313,2017-02-24 16:00:00,26.2,18.2,0,18.2,,8,0,,0,0,,,0.9,
1314,2017-02-24 17:00:00,26.8,4,7.1,4,,15.7,0,,0,0,,,0.8,
1315,2017-02-24 18:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.6,
1316,2017-02-24 19:00:00,15.4,0,0,0,,15.4,0,,0,0,,,0.5,
1317,2017-02-24 20:00:00,15.4,0,0,0,,15.4,0,,0,0,,,0.3,
1318,2017-02-24 21:00:00,10.3,0,10.3,0,,0,0,,0,0,,,0.3,
1319,2017-02-24 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.3,
1320,2017-02-24 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.3,
1321,2017-02-25 00:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.3,
1322,2017-02-25 01:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.3,
1323,2017-02-25 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.3,
1324,2017-02-25 03:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.3,
1325,2017-02-25 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.3,
1326,2017-02-25 05:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.3,
1327,2017-02-25 06:00:00,4.8,0,4.8,0,,0,0,,0,0,,,0.3,
1328,2017-02-25 07:00:00,2.1,4.3,0,2.1,,0,2.2,,0,0,,,0.3,
1329,2017-02-25 08:00:00,6.5,4.9,1.6,4.9,,0,0,,0,0,,,0.3,
1330,2017-02-25 09:00:00,6.5,6.3,0.2,6.3,,0,0,,0,0,,,0.3,
1331,2017-02-25 10:00:00,14.1,32,0,14.1,,0,15.7,,0,2.2,,,0.5,
1332,2017-02-25 11:00:00,14.1,3.3,9.3,3.3,,1.5,0,,0,0,,,0.4,
1333,2017-02-25 12:00:00,19.1,37.6,0,19.1,,0,15.7,,0,2.8,,,0.6,
1334,2017-02-25 13:00:00,19.1,38.4,0,19.1,,0,15.7,,0,3.6,,,0.7,
1335,2017-02-25 14:00:00,19.1,44.7,0,19.1,,0,15.7,,0,9.9,,,0.9,
1336,2017-02-25 15:00:00,19.1,33.8,0,19.1,,0,14.7,,0,0,,,1,
1337,2017-02-25 16:00:00,19.1,18.9,0.2,18.9,,0,0,,0,0,,,1,
1338,2017-02-25 17:00:00,14.7,4.2,10.5,4.2,,0,0,,0,0,,,1,
1339,2017-02-25 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,1,
1340,2017-02-25 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1341,2017-02-25 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1342,2017-02-25 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1343,2017-02-25 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1344,2017-02-25 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1345,2017-02-26 00:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
1346,2017-02-26 01:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1347,2017-02-26 02:00:00,6,0,6,0,,0,0,,0,0,,,1,
1348,2017-02-26 03:00:00,6,0,6,0,,0,0,,0,0,,,1,
1349,2017-02-26 04:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
1350,2017-02-26 05:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
1351,2017-02-26 06:00:00,7.7,0,7.7,0,,0,0,,0,0,,,1,
1352,2017-02-26 07:00:00,9,1.1,7.9,1.1,,0,0,,0,0,,,1,
1353,2017-02-26 08:00:00,16.6,5.2,4.6,5.2,,6.9,0,,0,0,,,0.9,
1354,2017-02-26 09:00:00,26.2,2.7,7.7,2.7,,15.7,0,,0,0,,,0.8,
1355,2017-02-26 10:00:00,26.2,30.2,0,26.2,,0,4,,0,0,,,0.8,
1356,2017-02-26 11:00:00,26.2,39.8,0,26.2,,0,13.6,,0,0,,,0.9,
1357,2017-02-26 12:00:00,26.2,21.2,0,21.2,,5,0,,0,0,,,0.9,
1358,2017-02-26 13:00:00,26.2,36.3,0,26.2,,0,10.1,,0,0,,,1,
1359,2017-02-26 14:00:00,26.2,29.2,0,26.2,,0,3,,0,0,,,1,
1360,2017-02-26 15:00:00,26.2,19.2,7,19.2,,0,0,,0,0,,,1,
1361,2017-02-26 16:00:00,26.2,9,17.1,9,,0,0,,0,0,,,1,
1362,2017-02-26 17:00:00,26.8,2,24.8,2,,0,0,,0,0,,,1,
1363,2017-02-26 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1364,2017-02-26 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1365,2017-02-26 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
1366,2017-02-26 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
1367,2017-02-26 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1368,2017-02-26 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1369,2017-02-27 00:00:00,5.6,0,0.2,0,,5.3,0,,0,0,,,0.9,
1370,2017-02-27 01:00:00,5.7,0,0,0,,5.7,0,,0,0,,,0.9,
1371,2017-02-27 02:00:00,5.7,0,0,0,,5.7,0,,0,0,,,0.8,
1372,2017-02-27 03:00:00,5.8,0,0,0,,5.8,0,,0,0,,,0.8,
1373,2017-02-27 04:00:00,5.8,0,0,0,,5.8,0,,0,0,,,0.7,
1374,2017-02-27 05:00:00,5.9,0,0,0,,5.9,0,,0,0,,,0.7,
1375,2017-02-27 06:00:00,7.7,0,0,0,,7.7,0,,0,0,,,0.6,
1376,2017-02-27 07:00:00,9,5.3,0,5.3,,3.7,0,,0,0,,,0.5,
1377,2017-02-27 08:00:00,16.6,21.1,0,16.6,,0,4.5,,0,0,,,0.6,
1378,2017-02-27 09:00:00,26.2,35.6,0,26.2,,0,9.4,,0,0,,,0.7,
1379,2017-02-27 10:00:00,26.2,45.7,0,26.2,,0,15.7,,0,3.8,,,0.8,
1380,2017-02-27 11:00:00,26.2,42.1,0,26.2,,0,15.7,,0,0.2,,,1,
1381,2017-02-27 12:00:00,26.2,14.5,0,14.5,,11.6,0,,0,0,,,0.8,
1382,2017-02-27 13:00:00,26.2,26.1,0,26.1,,0,0,,0,0,,,0.8,
1383,2017-02-27 14:00:00,26.2,37.6,0,26.2,,0,11.4,,0,0,,,0.9,
1384,2017-02-27 15:00:00,26.2,33.3,0,26.2,,0,7.1,,0,0,,,1,
1385,2017-02-27 16:00:00,26.2,18.8,7.4,18.8,,0,0,,0,0,,,1,
1386,2017-02-27 17:00:00,26.8,4.3,22.5,4.3,,0,0,,0,0,,,1,
1387,2017-02-27 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1388,2017-02-27 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1389,2017-02-27 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
1390,2017-02-27 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
1391,2017-02-27 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1392,2017-02-27 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1393,2017-02-28 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1394,2017-02-28 01:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1395,2017-02-28 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
1396,2017-02-28 03:00:00,6,0,6,0,,0,0,,0,0,,,1,
1397,2017-02-28 04:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
1398,2017-02-28 05:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
1399,2017-02-28 06:00:00,7.7,0,7.7,0,,0,0,,0,0,,,1,
1400,2017-02-28 07:00:00,9,1.2,7.9,1.2,,0,0,,0,0,,,1,
1401,2017-02-28 08:00:00,16.6,9.2,7.4,9.2,,0,0,,0,0,,,1,
1402,2017-02-28 09:00:00,26.2,19.1,7.1,19.1,,0,0,,0,0,,,1,
1403,2017-02-28 10:00:00,26.2,7.2,19,7.2,,0,0,,0,0,,,1,
1404,2017-02-28 11:00:00,26.2,7.6,18.5,7.6,,0,0,,0,0,,,1,
1405,2017-02-28 12:00:00,26.2,5.6,20.6,5.6,,0,0,,0,0,,,1,
1406,2017-02-28 13:00:00,26.2,7,19.2,7,,0,0,,0,0,,,1,
1407,2017-02-28 14:00:00,26.2,9.4,16.8,9.4,,0,0,,0,0,,,1,
1408,2017-02-28 15:00:00,26.2,7.6,18.6,7.6,,0,0,,0,0,,,1,
1409,2017-02-28 16:00:00,26.2,12.8,13.4,12.8,,0,0,,0,0,,,1,
1410,2017-02-28 17:00:00,26.8,4.4,22.4,4.4,,0,0,,0,0,,,1,
1411,2017-02-28 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1412,2017-02-28 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1413,2017-02-28 20:00:00,20.4,0,6,0,,14.4,0,,0,0,,,0.9,
1414,2017-02-28 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.9,
1415,2017-02-28 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.9,
1416,2017-02-28 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.9,
1417,2017-03-01 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.9,
1418,2017-03-01 01:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.9,
1419,2017-03-01 02:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.9,
1420,2017-03-01 03:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.9,
1421,2017-03-01 04:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.9,
1422,2017-03-01 05:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.9,
1423,2017-03-01 06:00:00,7.7,0,7.7,0,,0,0,,0,0,,,0.9,
1424,2017-03-01 07:00:00,9,5.7,3.3,5.7,,0,0,,0,0,,,0.9,
1425,2017-03-01 08:00:00,16.6,13.8,0,13.8,,2.8,0,,0,0,,,0.8,
1426,2017-03-01 09:00:00,26.2,23.8,0,23.8,,2.4,0,,0,0,,,0.8,
1427,2017-03-01 10:00:00,26.2,34.8,0,26.2,,0,8.6,,0,0,,,0.9,
1428,2017-03-01 11:00:00,26.2,39.4,0,26.2,,0,13.2,,0,0,,,1,
1429,2017-03-01 12:00:00,26.2,16.7,9.5,16.7,,0,0,,0,0,,,1,
1430,2017-03-01 13:00:00,26.4,14.5,11.8,14.5,,0,0,,0,0,,,1,
1431,2017-03-01 14:00:00,26.9,23.6,3.2,23.6,,0,0,,0,0,,,1,
1432,2017-03-01 15:00:00,27.3,20.6,6.7,20.6,,0,0,,0,0,,,1,
1433,2017-03-01 16:00:00,27.2,7,20.2,7,,0,0,,0,0,,,1,
1434,2017-03-01 17:00:00,27.4,1.4,25.9,1.4,,0,0,,0,0,,,1,
1435,2017-03-01 18:00:00,23.1,0,23.1,0,,0,0,,0,0,,,1,
1436,2017-03-01 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1437,2017-03-01 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
1438,2017-03-01 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
1439,2017-03-01 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1440,2017-03-01 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1441,2017-03-02 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1442,2017-03-02 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1443,2017-03-02 02:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1444,2017-03-02 03:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1445,2017-03-02 04:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
1446,2017-03-02 05:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1447,2017-03-02 06:00:00,7,0,7,0,,0,0,,0,0,,,1,
1448,2017-03-02 07:00:00,9,2.1,7,2.1,,0,0,,0,0,,,1,
1449,2017-03-02 08:00:00,16.6,10,6.6,10,,0,0,,0,0,,,1,
1450,2017-03-02 09:00:00,26.2,17.3,8.8,17.3,,0,0,,0,0,,,1,
1451,2017-03-02 10:00:00,26.2,10.3,15.8,10.3,,0,0,,0,0,,,1,
1452,2017-03-02 11:00:00,26.2,18.3,7.9,18.3,,0,0,,0,0,,,1,
1453,2017-03-02 12:00:00,26.2,15.2,11,15.2,,0,0,,0,0,,,1,
1454,2017-03-02 13:00:00,27.2,14,13.2,14,,0,0,,0,0,,,1,
1455,2017-03-02 14:00:00,28.3,10.2,18.1,10.2,,0,0,,0,0,,,1,
1456,2017-03-02 15:00:00,28.7,9.5,19.3,9.5,,0,0,,0,0,,,1,
1457,2017-03-02 16:00:00,28.4,0,28.4,0,,0,0,,0,0,,,1,
1458,2017-03-02 17:00:00,27.9,0.2,27.7,0.2,,0,0,,0,0,,,1,
1459,2017-03-02 18:00:00,23.1,0,23.1,0,,0,0,,0,0,,,1,
1460,2017-03-02 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
1461,2017-03-02 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
1462,2017-03-02 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
1463,2017-03-02 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1464,2017-03-02 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1465,2017-03-03 00:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1466,2017-03-03 01:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
1467,2017-03-03 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
1468,2017-03-03 03:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1469,2017-03-03 04:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
1470,2017-03-03 05:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
1471,2017-03-03 06:00:00,6.9,0,6.9,0,,0,0,,0,0,,,1,
1472,2017-03-03 07:00:00,6.5,2.3,4.2,2.3,,0,0,,0,0,,,1,
1473,2017-03-03 08:00:00,11.6,2.4,9.1,2.4,,0,0,,0,0,,,1,
1474,2017-03-03 09:00:00,19.1,5.9,13.2,5.9,,0,0,,0,0,,,1,
1475,2017-03-03 10:00:00,26.2,6.5,19.7,6.5,,0,0,,0,0,,,1,
1476,2017-03-03 11:00:00,26.2,11,15.1,11,,0,0,,0,0,,,1,
1477,2017-03-03 12:00:00,26.2,12,14.1,12,,0,0,,0,0,,,1,
1478,2017-03-03 13:00:00,26.3,18,8.2,18,,0,0,,0,0,,,1,
1479,2017-03-03 14:00:00,26.4,8.1,18.3,8.1,,0,0,,0,0,,,1,
1480,2017-03-03 15:00:00,26.4,7.5,18.9,7.5,,0,0,,0,0,,,1,
1481,2017-03-03 16:00:00,26.3,4.2,22.1,4.2,,0,0,,0,0,,,1,
1482,2017-03-03 17:00:00,26.8,1.1,25.7,1.1,,0,0,,0,0,,,1,
1483,2017-03-03 18:00:00,20.4,0,16.4,0,,4,0,,0,0,,,1,
1484,2017-03-03 19:00:00,15.4,0,0,0,,15.4,0,,0,0,,,0.8,
1485,2017-03-03 20:00:00,15.4,0,0,0,,15.4,0,,0,0,,,0.7,
1486,2017-03-03 21:00:00,10.3,0,10.3,0,,0,0,,0,0,,,0.7,
1487,2017-03-03 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.7,
1488,2017-03-03 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.7,
1489,2017-03-04 00:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.7,
1490,2017-03-04 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.7,
1491,2017-03-04 02:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.7,
1492,2017-03-04 03:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.7,
1493,2017-03-04 04:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.7,
1494,2017-03-04 05:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.7,
1495,2017-03-04 06:00:00,4.1,0,4.1,0,,0,0,,0,0,,,0.7,
1496,2017-03-04 07:00:00,2,6.7,0,2,,0,4.7,,0,0,,,0.7,
